ID;TYPE;LIBELLE;IMP;NB;URL
9232;CYCLISME_SPORTIF;Christopher Froome;2675;6;https://www.lequipe.fr/Cyclisme-sur-route/CyclismeFicheCoureur9232.html
9265;CYCLISME_SPORTIF;Tony Gallopin;350;1;https://www.lequipe.fr/Cyclisme-sur-route/CyclismeFicheCoureur9265.html
9379;CYCLISME_SPORTIF;Jason Kenny;16;1;https://www.lequipe.fr/Cyclisme-sur-route/CyclismeFicheCoureur9379.html
944;BOXE_SPORTIF;Edward H. Sanders;186;2;https://www.lequipe.fr/Sport/AussiFicheAthlete944.html
949;BASKET_SPORTIF;Scottie Pippen;25;1;https://www.lequipe.fr/Basket/BasketFicheJoueur949.html
9663;FOOTBALL_SPORTIF;Michel Platini;2516;1;https://www.lequipe.fr/Football/FootballFicheJoueur9663.html
9746;BASKET_SPORTIF;Marine Fauthoux;-93;1;https://www.lequipe.fr/Basket/BasketFicheJoueur9746.html
9857;CANOE-KAYAK_SPORTIF;Wilfrid Forgues;35;1;https://www.lequipe.fr/Sport/AussiFicheAthlete9857.html
9858;CANOE-KAYAK_SPORTIF;Tony Estanguet;252;137;https://www.lequipe.fr/Sport/AussiFicheAthlete9858.html
9861;TENNIS_DE_TABLE_SPORTIF;Jean-Philippe Gatien;8;1;https://www.lequipe.fr/Sport/AussiFicheAthlete9861.html
